PUN,Status,Image,Total Execution Time (s)
1122299M01200760,Pass,23,0.5210161919938954
1122299M01201560,Pass,31,0.1572956990049908
1122299M01400820,Pass,11,0.25845929655351396
1222299M01401220,Pass,24,0.5308021918239497
1122299M01300200,Pass,34,0.5820696916282759
1122299M01301450,Pass,34,0.2385431975940296
1122299M01100140,Pass,22,0.5582718913469051
1122299M01100140,Pass,32,0.2924752966574333
1122299M01300730,Pass,13,0.711852088679799
1122299M01100430,Pass,33,0.4143280945413119
1122299M01300530,Pass,21,0.22937929705852336
1122299M01400210,Pass,33,0.5266023925915327
1122299M01201240,Pass,31,0.15546189903683694
1122299M01300850,Pass,14,0.7019760888513078
1122299M01301610,Pass,32,0.286816396755707
1122299M01100060,Pass,12,0.5478020915287258
1122299M01400860,Pass,21,0.3604345947825894
1122299M01200920,Pass,14,0.8175585868440776
1222299M01301170,Pass,21,0.25655529658657916
1222299M01401140,Pass,11,0.2611025965076098
1122299M01200920,Pass,32,0.29333999664241683
1222299M01201080,Pass,22,0.488332692561484
1122299M01201720,Pass,13,0.5457908915636528
1122299M01400420,Pass,22,0.42935089358577433
1122298M01202510,Pass,32,0.3151412962638108
1122299M01200400,Pass,11,0.2569426965798515
1122299M01200840,Pass,31,0.15301339907935813
1122298M01302520,Pass,14,0.5612176912957476
1122299M01200400,Pass,33,0.3064645964144922
1122298M01102460,Pass,12,0.4635185929924109
1222299M01100990,Pass,23,0.4912069925115683
1122299M01100950,Pass,23,0.32664509536938496
1122298M01102580,Pass,33,0.29630429659093815
1222299M01401060,Pass,11,0.2586753965497611
1122299M01400780,Pass,14,0.7720852876337765
1122299M01200030,Pass,13,0.5618785912842703
1122299M01101350,Pass,12,0.6600879895787453
1122298M01402610,Pass,21,0.21029519738994185
1222299M01101190,Pass,24,0.5140551921147816
1122299M01100670,Pass,21,0.24104969685585273
1122299M01100180,Pass,31,0.15459199905194382
1122299M01101510,Pass,23,0.44226369336152793
1122298M01402570,Pass,13,0.4666497929380338
1122299M01300650,Pass,14,0.7147764886290131
1122298M01302560,Pass,31,0.16765859882502648
1122299M01400940,Pass,12,0.7031417888310638
1222299M01201000,Pass,34,0.3494783956675055
1222299M01201160,Pass,21,0.22397659715234777
1122299M01401780,Pass,33,0.309845196355784
1222299M01101150,Pass,14,0.8109786869583455
1122298M01402610,Pass,12,0.6280211901356241
1122299M01400620,Pass,33,0.3721159952743762
1122299M01100910,Pass,13,0.8208958867861214
1122299M01101750,Pass,12,0.5934024907368196
1122299M01400460,Pass,21,0.22022099721756833
1122298M01102580,Pass,24,0.4780551927399652
1122298M01202710,Pass,32,0.28365599681059117
1122299M01401740,Pass,14,0.7249858884517146
1122299M01300080,Pass,14,0.5469924915427855
1222299M01301050,Pass,14,0.6988914889048754
1122299M01401820,Pass,31,0.15779559899630943
1222299M01301170,Pass,23,0.5182015920427744
1122299M01100430,Pass,13,0.7700277876695074
1122299M01100350,Pass,33,0.27026739704310043
1122298M01402610,Pass,22,0.43426899350036563
1122299M01300040,Pass,24,0.42957039358196253
1122299M01100630,Pass,21,0.2333445969896611
1122299M01300570,Pass,23,0.4807228926936374
1122298M01402490,Pass,31,0.15775009899709957
1122299M01400860,Pass,13,0.6132343903924147
1122299M01100390,Pass,11,0.2503989966934908
1122299M01300690,Pass,31,0.1541624990594026
1122299M01100350,Pass,11,0.26078049651320345
1222299M01201120,Pass,21,0.2166831972790065
1122299M01300450,Pass,32,0.3302262960018415
1122299M01401740,Pass,22,0.5051747922690005
1122299M01400860,Pass,24,0.5568725913712056
1122299M01300040,Pass,32,0.37117449529072644
1122299M01101430,Pass,14,0.532264091798562
1122299M01201560,Pass,34,0.339685095837578
1122299M01200110,Pass,23,0.3995706941029436
1122299M01100310,Pass,24,0.4685874929043833
1222299M01301170,Pass,24,0.4697603928840145
1122298M01302560,Pass,23,0.5216538919828211
1122299M01100830,Pass,14,0.6774131892778721
1122298M01202670,Pass,21,0.3034363957724321
1122299M01101710,Pass,24,0.4151557938322895
1222299M01301170,Pass,34,0.3614534954595434
1122299M01100020,Pass,24,0.36846229464317864
1122299M01100310,Pass,11,0.2457778967737418
1122299M01200030,Pass,12,0.5406657916526563
1122298M01102460,Pass,21,0.21469969731345237
1122298M01102700,Pass,24,0.4565839931128386
1122298M01402690,Pass,23,0.32389939541706736
1122298M01202590,Pass,22,0.48711979258254745
1122299M01100060,Pass,22,0.5162856920760464
1122299M01300930,Pass,23,0.44783479326477904
1122298M01102580,Pass,23,0.4376550934415619
1122298M01202710,Pass,14,0.5501275914883408
1122299M01200720,Pass,12,0.6919642890251747
1122299M01200800,Pass,33,0.2650637971334673
1122299M01401380,Pass,32,0.2935447966388602
1122299M01201560,Pass,11,0.25311449664633284
1122299M01400210,Pass,24,0.6335624900393926
1122299M01301450,Pass,23,0.3878804943059581
1222299M01401180,Pass,31,0.15702949900961366
1122298M01302600,Pass,12,0.5659284912139391
1122299M01401820,Pass,34,0.289073596716508
1122299M01200960,Pass,13,0.5710004911258575
1122299M01300330,Pass,24,0.4464324932891317
1122299M01400900,Pass,33,0.30818639638459105
1122299M01101790,Pass,13,0.5082255922160197
1122299M01100750,Pass,13,0.6041591905500165
1122299M01401740,Pass,12,0.7036166888228166
1122299M01101390,Pass,24,0.3567414948467245
1122298M01302600,Pass,24,0.3956096941717312
1122298M01202710,Pass,21,0.21429399732049784
1122299M01401500,Pass,32,0.47863149342460554
1122299M01100020,Pass,14,0.6434448898677729
1222299M01301130,Pass,34,0.31595379624970077
1122299M01401620,Pass,13,0.7389039882100099
1122299M01100870,Pass,23,0.5831971909140472
1122299M01401820,Pass,22,0.5136481921218496
1122298M01302720,Pass,34,0.23611259763623987
1122299M01101670,Pass,23,0.46138579302944954
1222299M01401060,Pass,33,0.35413449558664667
1122299M01400580,Pass,24,0.5192034920253752
1122299M01100180,Pass,11,0.25894369654510174
1122299M01101790,Pass,11,0.2710075963355975
1122299M01301810,Pass,32,0.453180893866586
1122299M01100710,Pass,23,0.3738102945503041
1122298M01302440,Pass,13,0.5794898909784287
1122299M01201520,Pass,22,0.5054467922642769
1122299M01201240,Pass,23,0.4365326934610537
1122299M01101470,Pass,21,0.21430819732025125
1122299M01100670,Pass,11,0.24212919683710588
1122299M01401380,Pass,31,0.15450869905339043
1122299M01200440,Pass,32,0.3195808961867118
1122299M01400580,Pass,11,0.24148819684823764
1122299M01200480,Pass,23,0.4820930926698422
1122299M01300040,Pass,33,0.3537573955931955
1122299M01400300,Pass,11,0.2631468964721081
1122299M01201320,Pass,13,0.46226199301423326
1122299M01100710,Pass,14,0.7763254875601402
1122299M01301290,Pass,13,0.5199814920118642
1122299M01300650,Pass,31,0.16215029892068478
1122299M01200960,Pass,12,0.6181979903062158
1122299M01300330,Pass,13,0.7850982874077899
1122298M01302600,Pass,31,0.155079199043483
1122299M01400300,Pass,33,0.36281489543590106
1122299M01201280,Pass,33,0.28003409687348985
1122299M01100790,Pass,11,0.26601319642233134
1122298M01202670,Pass,13,0.5755378910470601
1222299M01100990,Pass,22,0.6268629901557377
1122299M01101670,Pass,11,0.2970401958835099
1122299M01400700,Pass,11,0.25595279659704234
1122299M01200190,Pass,21,0.23770779691388885
1122299M01300690,Pass,12,0.5831254909152923
1122299M01101550,Pass,11,0.259268396539463
1122299M01201600,Pass,13,0.6489664897718834
1122298M01302440,Pass,24,0.360839194775563
1122299M01200720,Pass,23,0.31168829562912787
1122299M01101390,Pass,12,0.5617607912863161
1122298M01302560,Pass,13,0.5751170910543677
1122299M01201720,Pass,33,0.3310092959882438
1122299M01201240,Pass,32,0.26609159711561825
1122299M01301450,Pass,24,0.4632396929972543
1122298M01202630,Pass,13,0.5264885918988605
1122298M01202550,Pass,23,0.4462174932928654
1122299M01101710,Pass,31,0.15660819901693007
1122299M01400380,Pass,23,0.4814005926818683
1122299M01300080,Pass,21,0.22060919721082675
1122299M01401620,Pass,31,0.15720349900659197
1122299M01200960,Pass,24,0.47241229283796105
1222299M01201200,Pass,34,0.2564898972823634
1122298M01302440,Pass,34,0.29590479659787594
1122299M01200920,Pass,22,0.5282508918682561
1122298M01402650,Pass,33,0.2827703968259707
1122299M01401740,Pass,32,0.25729129726844613
1122299M01200230,Pass,14,0.7485675880421898
1122299M01201360,Pass,34,0.2696112970544944
1122299M01100830,Pass,11,0.24431209679919721
1122299M01200880,Pass,34,0.3530593956053171
1122299M01200320,Pass,13,0.7146532886311527
1122299M01300330,Pass,31,0.15662109901670604
1122299M01100020,Pass,12,0.6029842905704201
1122299M01200070,Pass,12,0.7476372880583457
1122299M01101790,Pass,31,0.15295579908035842
1122299M01201360,Pass,31,0.1555868990346662
1122299M01201480,Pass,24,0.48141419268163216
1122299M01200070,Pass,33,0.24918259740926352
1122299M01400460,Pass,24,0.5468160915458489
1122299M01301810,Pass,34,0.3582399955153497
1122299M01201720,Pass,32,0.32220419614115503
1122299M01100390,Pass,21,0.25941439653692744
1222299M01401220,Pass,11,0.24877449672170224
1222299M01401100,Pass,12,0.6313642900775671
1122299M01200800,Pass,34,0.5330719924791804
1122299M01400540,Pass,13,0.7340543882942292
1222299M01101030,Pass,21,0.2129825973432719
1122299M01300290,Pass,14,0.6608582895653681
1122299M01400940,Pass,11,0.2580581965604795
1222299M01201080,Pass,14,0.7241805884656995
1122299M01300370,Pass,11,0.25425099662659617
1122299M01200440,Pass,11,0.251377496676498
1122299M01401380,Pass,33,0.3570431955361336
1122298M01302560,Pass,21,0.21462959731466977
1222299M01401220,Pass,21,0.20556739747204583
1122298M01102500,Pass,34,0.1962663983282174
1122299M01200920,Pass,23,0.5335785917757341
1122299M01400130,Pass,22,0.38627559433382913
1122299M01101590,Pass,21,0.21220779735672723
1122299M01100710,Pass,33,0.32468889609800516
1122299M01400340,Pass,34,0.26131159719862873
1122299M01401820,Pass,21,0.2021871975307471
1122299M01400860,Pass,32,0.327959396041209
1222299M01101030,Pass,22,0.41721419379654284
1122299M01100350,Pass,22,0.4765385927663028
1122299M01401420,Pass,23,0.4637132929890297
1122299M01100100,Pass,11,0.25903649654349015
1122299M01300410,Pass,24,0.469582892887097
1122299M01400170,Pass,23,0.6249936901882003
1122299M01401420,Pass,22,0.5458084915633471
1122298M01402490,Pass,24,0.35671339484721254
1122298M01202670,Pass,22,0.4979377923946798
1122299M01201320,Pass,11,0.25940129653715494
1122298M01102460,Pass,32,0.22854109776772813
1122299M01301330,Pass,31,0.15232499909131303
1122299M01201560,Pass,32,0.407110394666656
1122299M01200070,Pass,21,0.22182959718963302
1122299M01301410,Pass,24,0.412947793870634
1122298M01202710,Pass,12,0.5931085907419236
1222299M01401100,Pass,13,0.8878408856235402
1122298M01202710,Pass,23,0.37481439453286675
1122299M01400500,Pass,14,0.6579936896151153
1122299M01101790,Pass,24,0.4419259933673925
1122298M01202510,Pass,13,0.630339490095364
1122298M01102620,Pass,11,0.26940099636349807
1122299M01101790,Pass,32,0.3334591959456983
1222299M01101190,Pass,33,0.3031454964721324
1122299M01101670,Pass,31,0.15651619901852776
1122299M01200150,Pass,13,0.7279656883999668
1222299M01301130,Pass,24,0.4089201939405782
1122299M01100020,Pass,23,0.3647307947079807
1122299M01400090,Pass,31,0.15689039901202934
1122298M01402570,Pass,32,0.3415041958059871
1122299M01400420,Pass,21,0.24335899681574893
1122299M01401260,Pass,23,0.45019529322378615
1122299M01300930,Pass,32,0.3548547955741378
1122299M01400740,Pass,12,0.6612729895581662
1122299M01300930,Pass,12,0.6673446894527237
1122299M01201320,Pass,23,0.4126077938765386
1122299M01400740,Pass,24,0.5104941921766227
1122299M01201760,Pass,22,0.47571369278062825
1122299M01200600,Pass,13,0.624697490193344
1122299M01200880,Pass,24,0.4788767927256971
1122299M01201760,Pass,31,0.15289419908142818
1122299M01400820,Pass,14,0.6807760892194714
1122299M01100510,Pass,22,0.5005571923491907
1122299M01400340,Pass,23,0.42228579370846836
1122299M01401540,Pass,31,0.1553003990396416
1122299M01200920,Pass,31,0.15849599898414612
1122299M01300410,Pass,34,0.44099109407827664
1122299M01300890,Pass,11,0.2610793965080127
1122299M01400010,Pass,32,0.27950069688275303
1122298M01402450,Pass,13,0.6892551890722214
1122298M01302600,Pass,22,0.486374292595494
1122299M01200240,Pass,24,0.3754209945223324
1122299M01300200,Pass,22,0.6413639899039101
1122299M01300770,Pass,11,0.30706889570934937
1122299M01300200,Pass,14,0.9123545851978303
1122299M01401780,Pass,14,0.5627662912688545
1122299M01301370,Pass,11,0.2466494967586054
1122299M01401700,Pass,13,0.5728620910935285
1122299M01200280,Pass,32,0.3853848950439457
1122299M01301490,Pass,24,0.4390786934168393
1122299M01301770,Pass,11,0.25975679653098127
1122299M01301250,Pass,33,0.2949292966148167
1122299M01301570,Pass,32,0.30134129650346453
1122299M01301410,Pass,21,0.19841789759620557
1122299M01101270,Pass,14,0.5357813917374799
1122299M01300770,Pass,34,0.2498288973980397
1122299M01301650,Pass,13,0.5465680915501557
1122299M01100430,Pass,31,0.15683599901297404
1122299M01100910,Pass,33,0.3489123956773348
1122299M01101630,Pass,11,0.24141939684943245
1222299M01201000,Pass,22,0.45766099309413516
1222299M01301010,Pass,24,0.5744912910652356
1122299M01400700,Pass,31,0.1538724990644388
1122299M01100180,Pass,21,0.32180599545342176
1122299M01301690,Pass,22,0.46159069302589123
1122299M01100220,Pass,24,0.8340878865570263
1122298M01302720,Pass,24,0.41008709392031356
1122298M01102660,Pass,14,0.6043946905459268
1122298M01402650,Pass,12,0.6210023902575139
1122299M01101550,Pass,32,0.27907469689015096
1122299M01100350,Pass,31,0.15795489899354298
1122299M01101550,Pass,14,0.5107556921720815
1122299M01100020,Pass,11,0.2689499963713302
1122299M01301610,Pass,33,0.24736559744081793
1222299M01301010,Pass,11,0.25527039660889306
1122299M01300250,Pass,23,0.484401492629754
1222299M01301170,Pass,11,0.2661849964193478
1122298M01302520,Pass,11,0.27757709622151017
1122299M01300290,Pass,33,0.3882562949940803
1122299M01300120,Pass,31,0.15954069896600365
1122298M01402650,Pass,32,0.29416209662814
1122299M01100510,Pass,12,0.596824290677396
1222299M01401140,Pass,34,0.37987189513968556
1122299M01101750,Pass,23,0.43426289350047154
1122299M01200800,Pass,32,0.30195169649286424
1122299M01301370,Pass,32,0.32113309615975594
1122299M01200560,Pass,11,0.3192538954977421
1122299M01300200,Pass,12,0.8134017869162655
1122299M01401340,Pass,13,0.5942021907229318
1122299M01400620,Pass,31,0.15369759906747615
1122299M01100140,Pass,23,0.5061276922524522
1122299M01300530,Pass,12,0.6509508897374219
1122299M01400660,Pass,22,0.4451561933112962
1122299M01101670,Pass,12,0.5240957919404144
1122298M01102540,Pass,13,0.5497661914946168
1122299M01200240,Pass,21,0.21974759722578946
1122299M01300890,Pass,21,0.23137239702391077
1122299M01301530,Pass,24,0.40360649403285703
1122299M01200230,Pass,21,0.3442985950628106
1122299M01101310,Pass,34,0.2778607969112319
1122299M01200240,Pass,12,0.6929819890075011
1222299M01201160,Pass,24,0.4107142939094215
1122299M01301530,Pass,14,0.5775825910115513
1122298M01402570,Pass,33,0.32007819617807554
1122298M01402650,Pass,14,0.5283066918672871
1122299M01300770,Pass,22,0.6297541901055284
1122299M01200240,Pass,23,0.37594719451319425
1122299M01301730,Pass,12,0.49352029247139506
1122299M01300850,Pass,21,0.21940479723174264
1122299M01100510,Pass,21,0.26688659640716367
1122299M01200190,Pass,33,0.6111386911234574
1122298M01102660,Pass,33,0.28053219686483977
1122299M01301330,Pass,32,0.29778499656522395
1122299M01300570,Pass,21,0.2535810966382298
1122299M01400660,Pass,13,0.5023988923172074
1222299M01201200,Pass,12,0.7199310885394974
1222299M01101230,Pass,24,0.42506949366012603
1122299M01100590,Pass,32,0.2869433967535015
1122299M01200150,Pass,31,0.15676039901428693
1222299M01101070,Pass,24,0.5633376912589314
1122299M01200640,Pass,13,0.7508600880023777
1122299M01101470,Pass,31,0.15714779900755926
1122299M01300890,Pass,24,0.540506591655421
1122299M01100470,Pass,12,0.6370897899781367
1222299M01301010,Pass,13,0.6085141904743867
1122299M01200800,Pass,12,0.6926548890131816
1122299M01101550,Pass,21,0.20898659741266729
1122299M01101390,Pass,33,0.2599769972218057
1122299M01200400,Pass,32,0.38042779513003167
1222299M01201000,Pass,24,0.48312919265184906
1122298M01302480,Pass,12,0.4994296923687711
1122299M01100550,Pass,12,0.656154389647057
1122299M01200230,Pass,11,0.24216829683642688
1122299M01400540,Pass,33,0.29563329660259086
1122299M01400050,Pass,22,0.47113329286017236
1122299M01300650,Pass,12,0.6776514892737338
1122299M01201440,Pass,21,0.19796289760410718
1122299M01301450,Pass,22,0.46944119288955777
1122299M01201280,Pass,11,0.25915889654136454
1122299M01100590,Pass,24,0.4461602932938588
1122298M01402450,Pass,32,0.29052469669130787
1122299M01400940,Pass,21,0.2193537972326283
1122299M01400740,Pass,22,0.495949092429216
1122299M01101630,Pass,13,0.49119129251184096
1122299M01101550,Pass,22,0.4332570935179385
1122299M01300160,Pass,24,0.5627812912685939
1122298M01202590,Pass,33,0.3119765963187696
1122299M01401420,Pass,11,0.24756139674276917
1122299M01300490,Pass,21,0.32808109534444707
1122299M01401340,Pass,21,0.20192549753529185
1122299M01301410,Pass,22,0.4873620925783397
1122299M01300200,Pass,31,0.15265099908565163
1222299M01101110,Pass,24,0.35376609489839594
1122298M01302560,Pass,11,0.2561312965939425
1122299M01300770,Pass,23,0.60007289062098
1122299M01200560,Pass,22,0.4719756928455431
1222299M01201080,Pass,12,0.7433899881321051
1122299M01401420,Pass,34,0.2787148968963994
1122298M01402650,Pass,23,0.36033659478429125
1122298M01102580,Pass,11,0.26517099643695713
1222299M01201120,Pass,34,0.31583499625176387
1122299M01301250,Pass,22,0.28727159605315344
1122298M01302600,Pass,13,0.5982479906526716
1122299M01300450,Pass,31,0.15823649898865266
1222299M01401060,Pass,24,0.5446870915828216
1122299M01300290,Pass,24,0.5030986923050546
1222299M01401100,Pass,24,0.31395289558980033
1122298M01302680,Pass,24,0.3955904941720646
1122298M01102700,Pass,11,0.2580418965607626
1122299M01400740,Pass,13,0.6730492893536566
1122299M01301690,Pass,13,0.495876192430482
1122299M01400380,Pass,13,0.6953238889668312
1122299M01301330,Pass,23,0.3579555948256402
1122299M01400300,Pass,22,0.5617446912865958
1122299M01200880,Pass,32,0.3864270950258466
1122299M01400380,Pass,32,0.2653895971278093
1122299M01101270,Pass,13,0.4616529930248093
1222299M01301210,Pass,24,0.45823549308415834
1122299M01200230,Pass,32,0.384586195057816
1122299M01301650,Pass,21,0.1994430975784017
1222299M01401020,Pass,33,0.40198199475571683
1122298M01102660,Pass,34,0.2782082969051971
1122299M01400380,Pass,31,0.1547599990490263
1122299M01100870,Pass,32,0.2896603967063175
1122299M01300200,Pass,11,0.2563652965898788
1122299M01401260,Pass,24,0.4582802930833803
1222299M01401100,Pass,22,0.5529764914388662
1122299M01401580,Pass,31,0.15689359901197375
1122299M01100750,Pass,23,0.5057121922596679
1122299M01201560,Pass,23,0.2946037959258209
1222299M01301170,Pass,33,0.3692252953245767
1122299M01401380,Pass,12,0.7066431887702578
1122299M01301690,Pass,14,0.5877876908343274
1122298M01202590,Pass,24,0.46176329302289376
1122299M01400010,Pass,22,0.4700151928795896
1122299M01100430,Pass,32,0.20907329810581007
1122299M01200280,Pass,21,0.2200435972206491
1122299M01201640,Pass,23,0.39996949409601795
1122299M01300040,Pass,31,0.16249969891461702
1122299M01300040,Pass,21,0.23509799695921121
1122299M01401340,Pass,33,0.3002567965222982
1122299M01300730,Pass,31,0.1566241990166522
1122299M01200190,Pass,22,0.5855744908727623
1122299M01400380,Pass,34,0.29020039669693976
1122298M01102580,Pass,34,0.3674034953562144
1122299M01101630,Pass,32,0.33038959599900564
1122299M01100100,Pass,13,0.6703435894006442
1122299M01101710,Pass,34,0.2987572965483388
1122299M01300890,Pass,13,0.6950098889722842
1122299M01401740,Pass,34,0.28584059677265294
1122299M01300200,Pass,33,0.4015794947627068
1122299M01100790,Pass,34,0.3658038953839934
1222299M01201040,Pass,33,0.359434195494611
1122299M01301370,Pass,24,0.3057708957318907
1122299M01400170,Pass,21,0.4025208940517098
1122299M01101590,Pass,14,0.7421688881533111
1122299M01300080,Pass,22,0.48059609269583936
1122299M01300450,Pass,33,0.307664696393651
1222299M01201160,Pass,23,0.6069315905018704
1122298M01202550,Pass,12,0.5360216917333067
1222299M01301210,Pass,22,0.5448868915793519
1122299M01100550,Pass,14,0.6151873903584986
1122299M01301770,Pass,22,0.4857778926058512
1122298M01102700,Pass,31,0.15680509901351064
1122299M01300080,Pass,11,0.2824688961365581
1222299M01201000,Pass,31,0.1545062990534321
1122299M01400130,Pass,23,0.5281871918693624
1122298M01202670,Pass,23,0.30198029579771907
1122299M01100390,Pass,12,0.6682855894363839
1122299M01101550,Pass,23,0.48946959254174033
1122299M01300770,Pass,32,0.31987219618165297
1122299M01201480,Pass,14,0.5539012914228059
1122298M01302720,Pass,21,0.20018349756554377
1122298M01102460,Pass,23,0.4502788932223343
1122299M01301330,Pass,33,0.28702069675215913
1122299M01300250,Pass,34,0.2581888972528582
1122299M01300290,Pass,31,0.1572028990066024
1122299M01200680,Pass,12,0.6858792891308481
1122299M01100180,Pass,24,0.7426535881448935
1122299M01200070,Pass,32,0.3442521957582648
1122299M01400090,Pass,34,0.25870949724381737
1222299M01101190,Pass,21,0.22673169710450214
1222299M01301210,Pass,32,0.4542180938485737
1122299M01100710,Pass,32,0.32202249614431044
1122298M01402450,Pass,22,0.5005116923499808
1122299M01300120,Pass,14,0.6680010894413246
1122299M01300850,Pass,12,0.7363272882547574
1122299M01100140,Pass,31,0.15248749908849102
1122299M01201600,Pass,32,0.3143406962777142
1122299M01400260,Pass,32,0.34168119580291334
1122298M01102660,Pass,11,0.2835211961182837
1122299M01400500,Pass,32,0.3295382960137895
1122298M01202550,Pass,13,0.5467710915466304
1122299M01300330,Pass,22,0.4807372926933873
1222299M01100990,Pass,34,0.3439324957638168
1122299M01100870,Pass,33,0.2855380967779062
1122299M01300890,Pass,34,0.2898843967024275
1122299M01200150,Pass,11,0.26627169641784215
1122299M01401580,Pass,21,0.20768739743522946
1122299M01301570,Pass,34,0.282804296825382
1122298M01102540,Pass,34,0.19887439828292633
1222299M01101070,Pass,12,0.5855380908733945
1122299M01200600,Pass,33,0.37529809521911517
1222299M01400980,Pass,21,0.2226433971755004
1122299M01101710,Pass,22,0.4918517925003706
1122299M01101390,Pass,31,0.15298199907990342
1222299M01101070,Pass,13,0.5965589906820032
1122299M01400580,Pass,34,0.33562389590810565
1122299M01200400,Pass,14,0.6092488904616278
1122299M01301450,Pass,21,0.2161938972875038
1122299M01301250,Pass,21,0.2131597973401946
1122299M01300570,Pass,11,0.24759909674211444
1122299M01301250,Pass,11,0.24229739683418489
1122299M01200230,Pass,12,0.7227022884913721
1122299M01300410,Pass,11,0.25591579659768493
1122299M01301250,Pass,13,0.42227979370857255
1122299M01300650,Pass,33,0.3599077954863864
1122299M01301810,Pass,12,0.5934286907363646
1122299M01400580,Pass,33,0.3100661963519461
1122299M01401300,Pass,33,0.31561629625556187
1122299M01101630,Pass,23,0.4140715938511179
1122299M01201400,Pass,22,0.4585120930793548
1122299M01300770,Pass,13,0.7491466880321331
1122299M01301450,Pass,14,0.45921919306707515
1122299M01301570,Pass,24,0.42104009373010143
1122298M01202670,Pass,12,0.5106676921736097
1122299M01200280,Pass,33,0.3551749955685771
1122299M01100550,Pass,13,0.6450268898402995
1122299M01201800,Pass,31,0.15219579909355674
1122299M01300690,Pass,13,0.731348388341222
1122299M01100180,Pass,23,0.6116460904199974
1122299M01301610,Pass,22,0.4446643933198369
1122299M01400780,Pass,33,0.3629608954333655
1122299M01400900,Pass,34,0.3264728960670239
1222299M01201040,Pass,11,0.25729299657376814
1122299M01200600,Pass,21,0.22894149706612626
1122299M01301410,Pass,12,0.605730490522729
1122299M01200110,Pass,31,0.15557439903488327
1122299M01100950,Pass,24,0.4918947924996238
1222299M01401060,Pass,14,0.8107182869628675
1122298M01202510,Pass,22,0.44915459324185913
1222299M01401020,Pass,31,0.15703019900960152
1122298M01202630,Pass,34,0.1927350983895427
1122299M01400010,Pass,21,0.2120683973591481
1122299M01401820,Pass,32,0.33197049597155137
1122299M01100180,Pass,14,0.7852887874044816
1122299M01200640,Pass,23,0.47103569286186736
1122298M01302640,Pass,22,0.4081570939538304
1122299M01101310,Pass,23,0.5592523913298775
1122299M01201480,Pass,34,0.28231749683383583
1122299M01201680,Pass,13,0.5111252921656628
1122299M01200110,Pass,13,0.553595691428113
1122299M01201640,Pass,31,0.15720759900652076
1122299M01101470,Pass,22,0.4004914940869528
1122299M01401780,Pass,24,0.4613868930294304
1122299M01200480,Pass,33,0.24716969744421993
1122299M01401620,Pass,21,0.20485919748434459
1122299M01401580,Pass,13,0.648135589786313
1122299M01201640,Pass,34,0.2875440967430696
1222299M01201080,Pass,31,0.15419409905885384
1122298M01402530,Pass,22,0.49335969247418404
1122299M01400420,Pass,34,0.29094119668407487
1122298M01402570,Pass,23,0.41306179386865427
1122298M01102620,Pass,24,0.4865474925924862
1122299M01401780,Pass,21,0.20923709740831706
1122299M01400820,Pass,12,0.7454372880965514
1122299M01301290,Pass,22,0.411450693896633
1122299M01300850,Pass,11,0.2500475966995933
1122299M01100630,Pass,12,0.5439021915964524
1122299M01401820,Pass,33,0.27070699703546625
1122298M01402530,Pass,14,0.7137924886461016
1122299M01100590,Pass,34,0.309721796357927
1122298M01202630,Pass,22,0.38214679440553073
1122299M01401820,Pass,23,0.4643709929776079
1122298M01302480,Pass,14,0.5864279908579404
1122299M01100350,Pass,14,0.6929669890077614
1122299M01200280,Pass,24,0.41908809376400036
1122299M01100870,Pass,24,0.594725090713851
1122299M01200640,Pass,12,0.6033955905632773
1222299M01300970,Pass,34,0.33946389584141945
1122299M01200560,Pass,14,0.6344735900235703
1122299M01301610,Pass,34,0.3021732964890158
1122299M01401420,Pass,32,0.28429579679948025
1122299M01400700,Pass,33,0.38454569505851943
1122299M01400210,Pass,32,0.4239353943744695
1122299M01400170,Pass,32,0.3709729952942258
1122299M01301570,Pass,12,0.6075147904917424
1122299M01400380,Pass,11,0.2594024965371341
1122299M01300410,Pass,12,0.8039257870808276
1122298M01402570,Pass,11,0.259582796534003
1122299M01301770,Pass,13,0.5820103909346572
1122299M01200680,Pass,22,0.5049360922731458
1222299M01101030,Pass,33,0.3669793953635794
1122298M01202710,Pass,33,0.30498059644026365
1122299M01300890,Pass,22,0.44640249328965265
1122299M01200880,Pass,31,0.15777829899660986
1122299M01100140,Pass,34,0.35768619552496705
1122298M01402610,Pass,33,0.33848919585834625
1122299M01400260,Pass,12,0.7223029884983063
1122298M01402610,Pass,14,0.47410789280851484
1122299M01201280,Pass,14,0.6502873897489445
1122299M01100390,Pass,24,0.4221845937102259
1122299M01301650,Pass,33,0.2917208966705344
1122299M01300450,Pass,11,0.25488699661555125
1122299M01101750,Pass,22,0.5098668921875165
1122299M01101710,Pass,11,0.2475642967427188
1122298M01302640,Pass,11,0.2646722964456177
1122299M01400860,Pass,22,0.5189224920302551
1222299M01201200,Pass,14,0.6946167889791108
1122299M01400820,Pass,34,0.3389988958494947
1122299M01100710,Pass,34,0.2627414971737968
1122299M01401740,Pass,23,0.44686179328167636
1122298M01102500,Pass,12,0.5045360922800923
1122299M01100550,Pass,33,0.2910626966819648
1222299M01300970,Pass,32,0.5347061924508004
1122298M01302640,Pass,14,0.6210835902561038
1122299M01201800,Pass,34,0.24117089754839638
1122299M01401500,Pass,22,0.42598329364425686
1122299M01400300,Pass,21,0.21102339737729578
1222299M01401020,Pass,14,0.6779325892688521
1122299M01200150,Pass,23,0.5957876906953978
1122299M01301530,Pass,34,0.27198139701333474
1122299M01101590,Pass,23,0.28567719608084213
